XOCHIMILCO,32,1,5/28/2013
ALVARO OBREGON,17,5,5/29/2013
ALVARO OBREGON,18,4,5/29/2013
AZCAPOTZALCO,47,1,5/29/2013
BENITO JUAREZ,51,3,5/29/2013
BENITO JUAREZ,45,1,5/29/2013
BENITO JUAREZ,10,1,5/29/2013
COYOACAN,20,13,5/29/2013
CUAJIMALPA DE MORELOS,21,4,5/29/2013
CUAUHTEMOC,8,6,5/29/2013
CUAUHTEMOC,7,3,5/29/2013
GUSTAVO A. MADERO,33,8,5/29/2013
GUSTAVO A. MADERO,22,4,5/29/2013
GUSTAVO A. MADERO,23,3,5/29/2013
GUSTAVO A. MADERO,50,1,5/29/2013
IZTACALCO,34,3,5/29/2013
IZTAPALAPA,26,10,5/29/2013
IZTAPALAPA,25,8,5/29/2013
IZTAPALAPA,48,2,5/29/2013
MAGDALENA CONTRERAS,27,6,5/29/2013
MIGUEL HIDALGO,41,2,5/29/2013
MIGUEL HIDALGO,11,1,5/29/2013
TLAHUAC,29,6,5/29/2013
TLAHUAC,4,2,5/29/2013
TLALPAN,30,4,5/29/2013
TLALPAN,35,2,5/29/2013
TLALPAN,31,1,5/29/2013
VENUSTIANO CARRANZA,2,1,5/29/2013
XOCHIMILCO,32,13,5/29/2013
ALVARO OBREGON,18,4,5/30/2013
AZCAPOTZALCO,47,5,5/30/2013
AZCAPOTZALCO,19,2,5/30/2013
BENITO JUAREZ,12,6,5/30/2013
BENITO JUAREZ,10,3,5/30/2013
BENITO JUAREZ,51,3,5/30/2013
COYOACAN,20,11,5/30/2013
COYOACAN,49,5,5/30/2013
CUAJIMALPA DE MORELOS,21,2,5/30/2013
CUAUHTEMOC,7,4,5/30/2013
CUAUHTEMOC,1,3,5/30/2013
CUAUHTEMOC,8,1,5/30/2013
GUSTAVO A. MADERO,50,2,5/30/2013
GUSTAVO A. MADERO,33,1,5/30/2013
IZTAPALAPA,26,2,5/30/2013
MAGDALENA CONTRERAS,27,7,5/30/2013
MIGUEL HIDALGO,9,4,5/30/2013
MIGUEL HIDALGO,11,1,5/30/2013
TLAHUAC,29,6,5/30/2013
TLALPAN,35,3,5/30/2013
VENUSTIANO CARRANZA,2,8,5/30/2013
XOCHIMILCO,32,11,5/30/2013
ALVARO OBREGON,38,13,5/31/2013
ALVARO OBREGON,18,6,5/31/2013
ALVARO OBREGON,17,5,5/31/2013
ALVARO OBREGON,46,1,5/31/2013
AZCAPOTZALCO,19,1,5/31/2013
BENITO JUAREZ,51,8,5/31/2013
BENITO JUAREZ,10,4,5/31/2013
BENITO JUAREZ,45,2,5/31/2013
COYOACAN,20,14,5/31/2013
COYOACAN,37,1,5/31/2013
CUAJIMALPA DE MORELOS,21,8,5/31/2013
CUAUHTEMOC,0,8,5/31/2013
CUAUHTEMOC,1,5,5/31/2013
CUAUHTEMOC,8,5,5/31/2013
GUSTAVO A. MADERO,50,9,5/31/2013
GUSTAVO A. MADERO,33,6,5/31/2013
GUSTAVO A. MADERO,23,6,5/31/2013
GUSTAVO A. MADERO,22,4,5/31/2013
IZTACALCO,34,6,5/31/2013
IZTAPALAPA,26,16,5/31/2013
IZTAPALAPA,25,8,5/31/2013
IZTAPALAPA,40,7,5/31/2013
IZTAPALAPA,48,1,5/31/2013
MIGUEL HIDALGO,11,3,5/31/2013
MIGUEL HIDALGO,42,1,5/31/2013
MIGUEL HIDALGO,9,1,5/31/2013
MIGUEL HIDALGO,41,1,5/31/2013
MILPA ALTA,28,7,5/31/2013
TLAHUAC,4,7,5/31/2013
TLAHUAC,29,7,5/31/2013
TLALPAN,35,6,5/31/2013
TLALPAN,30,5,5/31/2013
TLALPAN,31,1,5/31/2013
VENUSTIANO CARRANZA,2,6,5/31/2013
VENUSTIANO CARRANZA,3,3,5/31/2013
XOCHIMILCO,32,13,5/31/2013
ALVARO OBREGON,38,7,6/1/2013
ALVARO OBREGON,17,5,6/1/2013
AZCAPOTZALCO,19,5,6/1/2013
BENITO JUAREZ,45,5,6/1/2013
BENITO JUAREZ,10,2,6/1/2013
BENITO JUAREZ,51,1,6/1/2013
COYOACAN,20,10,6/1/2013
CUAJIMALPA DE MORELOS,21,2,6/1/2013
CUAUHTEMOC,0,4,6/1/2013
CUAUHTEMOC,1,3,6/1/2013
CUAUHTEMOC,8,1,6/1/2013
GUSTAVO A. MADERO,33,4,6/1/2013
GUSTAVO A. MADERO,23,3,6/1/2013
GUSTAVO A. MADERO,22,3,6/1/2013
IZTAPALAPA,25,8,6/1/2013
IZTAPALAPA,26,3,6/1/2013
IZTAPALAPA,40,1,6/1/2013
MIGUEL HIDALGO,11,5,6/1/2013
MIGUEL HIDALGO,9,1,6/1/2013
MIGUEL HIDALGO,16,1,6/1/2013
MILPA ALTA,28,3,6/1/2013
TLAHUAC,29,6,6/1/2013
TLAHUAC,4,3,6/1/2013
TLALPAN,30,6,6/1/2013
TLALPAN,35,3,6/1/2013
TLALPAN,31,1,6/1/2013
VENUSTIANO CARRANZA,2,5,6/1/2013
XOCHIMILCO,32,4,6/1/2013
ALVARO OBREGON,46,1,6/3/2013
ALVARO OBREGON,18,1,6/3/2013
AZCAPOTZALCO,19,2,6/3/2013
BENITO JUAREZ,51,6,6/3/2013
CUAUHTEMOC,1,2,6/3/2013
GUSTAVO A. MADERO,33,13,6/3/2013
GUSTAVO A. MADERO,50,10,6/3/2013
GUSTAVO A. MADERO,13,7,6/3/2013
GUSTAVO A. MADERO,23,1,6/3/2013
IZTACALCO,34,3,6/3/2013
MIGUEL HIDALGO,11,1,6/3/2013
MILPA ALTA,28,1,6/3/2013
TLALPAN,31,1,6/3/2013
BENITO JUAREZ,51,3,6/4/2013
BENITO JUAREZ,12,3,6/4/2013
BENITO JUAREZ,10,2,6/4/2013
COYOACAN,37,1,6/4/2013
CUAUHTEMOC,1,4,6/4/2013
CUAUHTEMOC,7,1,6/4/2013
GUSTAVO A. MADERO,13,35,6/4/2013
GUSTAVO A. MADERO,33,9,6/4/2013
GUSTAVO A. MADERO,50,9,6/4/2013
GUSTAVO A. MADERO,22,4,6/4/2013
IZTACALCO,34,2,6/4/2013
IZTAPALAPA,25,1,6/4/2013
IZTAPALAPA,48,1,6/4/2013
MIGUEL HIDALGO,9,3,6/4/2013
TLALPAN,31,2,6/4/2013
VENUSTIANO CARRANZA,3,3,6/4/2013
VENUSTIANO CARRANZA,2,3,6/4/2013
ALVARO OBREGON,17,5,6/5/2013
ALVARO OBREGON,18,3,6/5/2013
BENITO JUAREZ,51,3,6/5/2013
BENITO JUAREZ,10,2,6/5/2013
BENITO JUAREZ,45,1,6/5/2013
COYOACAN,20,10,6/5/2013
COYOACAN,37,3,6/5/2013
CUAJIMALPA DE MORELOS,21,1,6/5/2013
CUAUHTEMOC,8,3,6/5/2013
CUAUHTEMOC,7,3,6/5/2013
CUAUHTEMOC,1,2,6/5/2013
CUAUHTEMOC,14,1,6/5/2013
GUSTAVO A. MADERO,50,8,6/5/2013
GUSTAVO A. MADERO,22,6,6/5/2013
GUSTAVO A. MADERO,33,5,6/5/2013
GUSTAVO A. MADERO,13,5,6/5/2013
GUSTAVO A. MADERO,23,3,6/5/2013
IZTACALCO,24,1,6/5/2013
IZTAPALAPA,25,8,6/5/2013
MIGUEL HIDALGO,41,2,6/5/2013
MIGUEL HIDALGO,11,1,6/5/2013
MIGUEL HIDALGO,43,1,6/5/2013
MIGUEL HIDALGO,42,1,6/5/2013
TLAHUAC,4,1,6/5/2013
TLALPAN,35,4,6/5/2013
TLALPAN,30,4,6/5/2013
TLALPAN,31,1,6/5/2013
VENUSTIANO CARRANZA,3,2,6/5/2013
VENUSTIANO CARRANZA,2,1,6/5/2013
XOCHIMILCO,32,4,6/5/2013
ALVARO OBREGON,17,4,6/6/2013
ALVARO OBREGON,18,4,6/6/2013
AZCAPOTZALCO,47,5,6/6/2013
AZCAPOTZALCO,19,2,6/6/2013
AZCAPOTZALCO,36,1,6/6/2013
BENITO JUAREZ,12,4,6/6/2013
BENITO JUAREZ,45,1,6/6/2013
BENITO JUAREZ,10,1,6/6/2013
COYOACAN,20,10,6/6/2013
COYOACAN,49,6,6/6/2013
CUAJIMALPA DE MORELOS,21,1,6/6/2013
CUAUHTEMOC,0,4,6/6/2013
CUAUHTEMOC,7,4,6/6/2013
CUAUHTEMOC,1,3,6/6/2013
CUAUHTEMOC,8,1,6/6/2013
GUSTAVO A. MADERO,13,5,6/6/2013
GUSTAVO A. MADERO,50,2,6/6/2013
GUSTAVO A. MADERO,33,2,6/6/2013
GUSTAVO A. MADERO,22,2,6/6/2013
GUSTAVO A. MADERO,23,1,6/6/2013
IZTACALCO,24,3,6/6/2013
IZTACALCO,34,2,6/6/2013
IZTAPALAPA,25,8,6/6/2013
MAGDALENA CONTRERAS,27,4,6/6/2013
MIGUEL HIDALGO,9,7,6/6/2013
MILPA ALTA,28,1,6/6/2013
TLAHUAC,29,7,6/6/2013
TLALPAN,31,4,6/6/2013
TLALPAN,30,4,6/6/2013
TLALPAN,35,3,6/6/2013
TLALPAN,5,1,6/6/2013
VENUSTIANO CARRANZA,2,5,6/6/2013
VENUSTIANO CARRANZA,3,1,6/6/2013
ALVARO OBREGON,18,7,6/7/2013
ALVARO OBREGON,46,2,6/7/2013
AZCAPOTZALCO,19,11,6/7/2013
AZCAPOTZALCO,36,4,6/7/2013
BENITO JUAREZ,51,11,6/7/2013
BENITO JUAREZ,45,6,6/7/2013
BENITO JUAREZ,10,2,6/7/2013
COYOACAN,20,13,6/7/2013
COYOACAN,37,2,6/7/2013
CUAJIMALPA DE MORELOS,21,5,6/7/2013
CUAJIMALPA DE MORELOS,44,4,6/7/2013
CUAUHTEMOC,0,9,6/7/2013
CUAUHTEMOC,8,4,6/7/2013
CUAUHTEMOC,14,3,6/7/2013
CUAUHTEMOC,7,3,6/7/2013
CUAUHTEMOC,1,3,6/7/2013
GUSTAVO A. MADERO,23,9,6/7/2013
GUSTAVO A. MADERO,13,8,6/7/2013
GUSTAVO A. MADERO,33,4,6/7/2013
GUSTAVO A. MADERO,50,2,6/7/2013
GUSTAVO A. MADERO,22,2,6/7/2013
IZTACALCO,24,6,6/7/2013
IZTACALCO,34,3,6/7/2013
IZTAPALAPA,25,9,6/7/2013
MAGDALENA CONTRERAS,27,8,6/7/2013
MIGUEL HIDALGO,9,7,6/7/2013
MIGUEL HIDALGO,11,4,6/7/2013
MIGUEL HIDALGO,41,1,6/7/2013
MILPA ALTA,28,5,6/7/2013
TLAHUAC,4,7,6/7/2013
TLAHUAC,29,6,6/7/2013
TLALPAN,35,5,6/7/2013
TLALPAN,30,5,6/7/2013
TLALPAN,5,4,6/7/2013
TLALPAN,31,1,6/7/2013
VENUSTIANO CARRANZA,2,12,6/7/2013
VENUSTIANO CARRANZA,3,4,6/7/2013
ALVARO OBREGON,18,5,6/8/2013
AZCAPOTZALCO,19,5,6/8/2013
AZCAPOTZALCO,36,2,6/8/2013
BENITO JUAREZ,51,1,6/8/2013
BENITO JUAREZ,10,1,6/8/2013
COYOACAN,20,11,6/8/2013
CUAJIMALPA DE MORELOS,21,1,6/8/2013
CUAUHTEMOC,1,4,6/8/2013
CUAUHTEMOC,0,3,6/8/2013
CUAUHTEMOC,7,3,6/8/2013
CUAUHTEMOC,8,3,6/8/2013
CUAUHTEMOC,14,1,6/8/2013
GUSTAVO A. MADERO,23,4,6/8/2013
GUSTAVO A. MADERO,22,3,6/8/2013
GUSTAVO A. MADERO,33,3,6/8/2013
GUSTAVO A. MADERO,13,1,6/8/2013
IZTACALCO,24,2,6/8/2013
IZTAPALAPA,25,7,6/8/2013
IZTAPALAPA,26,3,6/8/2013
MIGUEL HIDALGO,11,5,6/8/2013
MIGUEL HIDALGO,9,2,6/8/2013
MIGUEL HIDALGO,43,2,6/8/2013
MIGUEL HIDALGO,42,1,6/8/2013
MILPA ALTA,28,2,6/8/2013
TLAHUAC,29,4,6/8/2013
TLALPAN,30,3,6/8/2013
TLALPAN,31,2,6/8/2013
VENUSTIANO CARRANZA,2,9,6/8/2013
CUAJIMALPA DE MORELOS,44,1,6/9/2013
BENITO JUAREZ,45,2,6/10/2013
BENITO JUAREZ,10,1,6/10/2013
CUAJIMALPA DE MORELOS,44,1,6/10/2013
CUAUHTEMOC,0,47,6/10/2013
CUAUHTEMOC,1,4,6/10/2013
CUAUHTEMOC,8,3,6/10/2013
GUSTAVO A. MADERO,22,49,6/10/2013
GUSTAVO A. MADERO,33,31,6/10/2013
GUSTAVO A. MADERO,23,21,6/10/2013
GUSTAVO A. MADERO,50,7,6/10/2013
GUSTAVO A. MADERO,13,3,6/10/2013
IZTACALCO,34,2,6/10/2013
IZTAPALAPA,26,7,6/10/2013
MIGUEL HIDALGO,11,2,6/10/2013
TLALPAN,31,6,6/10/2013
AZCAPOTZALCO,19,1,6/11/2013
BENITO JUAREZ,10,9,6/11/2013
CUAJIMALPA DE MORELOS,44,1,6/11/2013
CUAUHTEMOC,0,14,6/11/2013
CUAUHTEMOC,1,2,6/11/2013
GUSTAVO A. MADERO,13,42,6/11/2013
GUSTAVO A. MADERO,50,27,6/11/2013
GUSTAVO A. MADERO,23,2,6/11/2013
GUSTAVO A. MADERO,22,1,6/11/2013
IZTACALCO,34,2,6/11/2013
IZTAPALAPA,26,9,6/11/2013
IZTAPALAPA,48,2,6/11/2013
IZTAPALAPA,25,1,6/11/2013
MIGUEL HIDALGO,11,3,6/11/2013
VENUSTIANO CARRANZA,3,2,6/11/2013
ALVARO OBREGON,18,5,6/12/2013
AZCAPOTZALCO,47,3,6/12/2013
AZCAPOTZALCO,19,1,6/12/2013
BENITO JUAREZ,10,3,6/12/2013
COYOACAN,20,11,6/12/2013
COYOACAN,37,8,6/12/2013
CUAUHTEMOC,1,2,6/12/2013
CUAUHTEMOC,8,1,6/12/2013
GUSTAVO A. MADERO,13,7,6/12/2013
GUSTAVO A. MADERO,50,6,6/12/2013
GUSTAVO A. MADERO,22,1,6/12/2013
GUSTAVO A. MADERO,23,1,6/12/2013
IZTACALCO,34,2,6/12/2013
IZTAPALAPA,25,5,6/12/2013
MIGUEL HIDALGO,11,3,6/12/2013
MIGUEL HIDALGO,41,2,6/12/2013
TLAHUAC,4,1,6/12/2013
TLALPAN,31,4,6/12/2013
TLALPAN,30,4,6/12/2013
TLALPAN,35,1,6/12/2013
TLALPAN,5,1,6/12/2013
XOCHIMILCO,32,13,6/12/2013
ALVARO OBREGON,18,5,6/13/2013
AZCAPOTZALCO,47,4,6/13/2013
AZCAPOTZALCO,36,1,6/13/2013
BENITO JUAREZ,10,7,6/13/2013
BENITO JUAREZ,12,2,6/13/2013
COYOACAN,20,10,6/13/2013
COYOACAN,49,1,6/13/2013
CUAJIMALPA DE MORELOS,44,4,6/13/2013
CUAJIMALPA DE MORELOS,21,2,6/13/2013
CUAUHTEMOC,0,6,6/13/2013
CUAUHTEMOC,1,1,6/13/2013
GUSTAVO A. MADERO,33,16,6/13/2013
GUSTAVO A. MADERO,50,15,6/13/2013
GUSTAVO A. MADERO,13,12,6/13/2013
GUSTAVO A. MADERO,22,4,6/13/2013
GUSTAVO A. MADERO,23,2,6/13/2013
IZTACALCO,24,6,6/13/2013
IZTACALCO,34,4,6/13/2013
IZTAPALAPA,26,13,6/13/2013
IZTAPALAPA,25,8,6/13/2013
IZTAPALAPA,48,2,6/13/2013
MIGUEL HIDALGO,11,2,6/13/2013
MIGUEL HIDALGO,43,1,6/13/2013
TLAHUAC,29,5,6/13/2013
TLALPAN,30,4,6/13/2013
TLALPAN,35,3,6/13/2013
TLALPAN,31,2,6/13/2013
VENUSTIANO CARRANZA,3,1,6/13/2013
ALVARO OBREGON,18,9,6/14/2013
ALVARO OBREGON,38,1,6/14/2013
AZCAPOTZALCO,19,6,6/14/2013
AZCAPOTZALCO,36,3,6/14/2013
BENITO JUAREZ,45,7,6/14/2013
BENITO JUAREZ,10,3,6/14/2013
COYOACAN,20,13,6/14/2013
COYOACAN,37,10,6/14/2013
CUAJIMALPA DE MORELOS,44,4,6/14/2013
CUAJIMALPA DE MORELOS,21,2,6/14/2013
CUAUHTEMOC,1,9,6/14/2013
CUAUHTEMOC,0,9,6/14/2013
CUAUHTEMOC,8,5,6/14/2013
CUAUHTEMOC,14,2,6/14/2013
GUSTAVO A. MADERO,13,30,6/14/2013
GUSTAVO A. MADERO,50,8,6/14/2013
GUSTAVO A. MADERO,33,5,6/14/2013
GUSTAVO A. MADERO,23,4,6/14/2013
GUSTAVO A. MADERO,22,3,6/14/2013
IZTACALCO,24,4,6/14/2013
IZTACALCO,34,4,6/14/2013
IZTAPALAPA,26,20,6/14/2013
IZTAPALAPA,25,12,6/14/2013
MIGUEL HIDALGO,11,5,6/14/2013
MIGUEL HIDALGO,41,3,6/14/2013
MIGUEL HIDALGO,42,1,6/14/2013
MILPA ALTA,28,3,6/14/2013
TLAHUAC,29,6,6/14/2013
TLAHUAC,4,6,6/14/2013
TLALPAN,30,6,6/14/2013
TLALPAN,35,5,6/14/2013
TLALPAN,31,5,6/14/2013
TLALPAN,5,1,6/14/2013
VENUSTIANO CARRANZA,2,11,6/14/2013
VENUSTIANO CARRANZA,3,8,6/14/2013
ALVARO OBREGON,38,6,6/15/2013
AZCAPOTZALCO,19,4,6/15/2013
BENITO JUAREZ,45,6,6/15/2013
BENITO JUAREZ,10,2,6/15/2013
COYOACAN,20,10,6/15/2013
CUAJIMALPA DE MORELOS,21,2,6/15/2013
CUAUHTEMOC,1,5,6/15/2013
CUAUHTEMOC,6,1,6/15/2013
CUAUHTEMOC,0,1,6/15/2013
GUSTAVO A. MADERO,50,5,6/15/2013
GUSTAVO A. MADERO,23,5,6/15/2013
GUSTAVO A. MADERO,22,3,6/15/2013
GUSTAVO A. MADERO,33,1,6/15/2013
IZTACALCO,24,4,6/15/2013
IZTAPALAPA,25,8,6/15/2013
IZTAPALAPA,48,1,6/15/2013
MIGUEL HIDALGO,11,2,6/15/2013
MIGUEL HIDALGO,42,1,6/15/2013
MILPA ALTA,28,3,6/15/2013
TLAHUAC,29,3,6/15/2013
TLAHUAC,4,3,6/15/2013
TLALPAN,35,6,6/15/2013
TLALPAN,30,6,6/15/2013
TLALPAN,31,1,6/15/2013
VENUSTIANO CARRANZA,3,4,6/15/2013
VENUSTIANO CARRANZA,2,4,6/15/2013
GUSTAVO A. MADERO,50,1,6/16/2013
GUSTAVO A. MADERO,33,1,6/16/2013
AZCAPOTZALCO,19,2,6/17/2013
BENITO JUAREZ,51,8,6/17/2013
CUAJIMALPA DE MORELOS,21,1,6/17/2013
CUAUHTEMOC,0,1,6/17/2013
CUAUHTEMOC,1,1,6/17/2013
CUAUHTEMOC,8,1,6/17/2013
GUSTAVO A. MADERO,50,41,6/17/2013
GUSTAVO A. MADERO,13,4,6/17/2013
GUSTAVO A. MADERO,33,2,6/17/2013
GUSTAVO A. MADERO,22,1,6/17/2013
IZTACALCO,34,3,6/17/2013
IZTAPALAPA,25,1,6/17/2013
MIGUEL HIDALGO,9,3,6/17/2013
TLALPAN,31,3,6/17/2013
VENUSTIANO CARRANZA,2,5,6/17/2013
VENUSTIANO CARRANZA,3,2,6/17/2013
AZCAPOTZALCO,19,3,6/18/2013
BENITO JUAREZ,12,6,6/18/2013
BENITO JUAREZ,51,4,6/18/2013
BENITO JUAREZ,10,2,6/18/2013
CUAUHTEMOC,8,1,6/18/2013
CUAUHTEMOC,1,1,6/18/2013
GUSTAVO A. MADERO,13,4,6/18/2013
GUSTAVO A. MADERO,23,4,6/18/2013
GUSTAVO A. MADERO,22,2,6/18/2013
GUSTAVO A. MADERO,50,1,6/18/2013
IZTACALCO,34,1,6/18/2013
MIGUEL HIDALGO,9,5,6/18/2013
TLALPAN,31,1,6/18/2013
VENUSTIANO CARRANZA,2,2,6/18/2013
XOCHIMILCO,32,1,6/18/2013
ALVARO OBREGON,18,7,6/19/2013
AZCAPOTZALCO,19,4,6/19/2013
BENITO JUAREZ,51,8,6/19/2013
BENITO JUAREZ,10,2,6/19/2013
COYOACAN,20,10,6/19/2013
COYOACAN,37,2,6/19/2013
CUAJIMALPA DE MORELOS,44,3,6/19/2013
CUAUHTEMOC,1,2,6/19/2013
CUAUHTEMOC,0,1,6/19/2013
GUSTAVO A. MADERO,33,6,6/19/2013
GUSTAVO A. MADERO,50,5,6/19/2013
GUSTAVO A. MADERO,22,4,6/19/2013
GUSTAVO A. MADERO,23,1,6/19/2013
GUSTAVO A. MADERO,13,1,6/19/2013
IZTACALCO,34,3,6/19/2013
IZTACALCO,24,3,6/19/2013
IZTAPALAPA,26,5,6/19/2013
MILPA ALTA,28,1,6/19/2013
TLAHUAC,29,6,6/19/2013
TLAHUAC,4,2,6/19/2013
TLALPAN,30,7,6/19/2013
TLALPAN,35,7,6/19/2013
TLALPAN,5,1,6/19/2013
VENUSTIANO CARRANZA,2,5,6/19/2013
XOCHIMILCO,32,2,6/19/2013
BENITO JUAREZ,12,5,6/20/2013
BENITO JUAREZ,51,1,6/20/2013
COYOACAN,20,10,6/20/2013
CUAUHTEMOC,0,8,6/20/2013
CUAUHTEMOC,8,1,6/20/2013
GUSTAVO A. MADERO,13,3,6/20/2013
GUSTAVO A. MADERO,23,2,6/20/2013
GUSTAVO A. MADERO,50,1,6/20/2013
MIGUEL HIDALGO,9,3,6/20/2013
MIGUEL HIDALGO,42,1,6/20/2013
MILPA ALTA,28,1,6/20/2013
TLAHUAC,29,1,6/20/2013
VENUSTIANO CARRANZA,2,1,6/20/2013
XOCHIMILCO,32,1,6/20/2013
ALVARO OBREGON,18,13,6/21/2013
ALVARO OBREGON,38,11,6/21/2013
ALVARO OBREGON,17,7,6/21/2013
AZCAPOTZALCO,19,5,6/21/2013
BENITO JUAREZ,51,8,6/21/2013
BENITO JUAREZ,45,6,6/21/2013
BENITO JUAREZ,10,3,6/21/2013
COYOACAN,20,11,6/21/2013
COYOACAN,37,6,6/21/2013
CUAJIMALPA DE MORELOS,21,8,6/21/2013
CUAJIMALPA DE MORELOS,44,1,6/21/2013
CUAUHTEMOC,1,14,6/21/2013
CUAUHTEMOC,0,12,6/21/2013
CUAUHTEMOC,8,5,6/21/2013
CUAUHTEMOC,6,1,6/21/2013
GUSTAVO A. MADERO,50,16,6/21/2013
GUSTAVO A. MADERO,13,7,6/21/2013
GUSTAVO A. MADERO,23,6,6/21/2013
GUSTAVO A. MADERO,33,5,6/21/2013
GUSTAVO A. MADERO,22,4,6/21/2013
IZTACALCO,34,5,6/21/2013
IZTACALCO,24,2,6/21/2013
IZTAPALAPA,26,5,6/21/2013
IZTAPALAPA,25,2,6/21/2013
IZTAPALAPA,48,1,6/21/2013
MIGUEL HIDALGO,9,4,6/21/2013
MIGUEL HIDALGO,11,1,6/21/2013
MIGUEL HIDALGO,41,1,6/21/2013
MIGUEL HIDALGO,42,1,6/21/2013
MILPA ALTA,28,6,6/21/2013
TLAHUAC,29,6,6/21/2013
TLAHUAC,4,5,6/21/2013
TLALPAN,35,8,6/21/2013
TLALPAN,30,6,6/21/2013
TLALPAN,31,3,6/21/2013
TLALPAN,5,2,6/21/2013
VENUSTIANO CARRANZA,2,7,6/21/2013
VENUSTIANO CARRANZA,3,7,6/21/2013
XOCHIMILCO,32,14,6/21/2013
ALVARO OBREGON,18,4,6/22/2013
ALVARO OBREGON,38,3,6/22/2013
ALVARO OBREGON,17,2,6/22/2013
AZCAPOTZALCO,19,4,6/22/2013
AZCAPOTZALCO,36,3,6/22/2013
BENITO JUAREZ,45,7,6/22/2013
BENITO JUAREZ,10,1,6/22/2013
COYOACAN,20,10,6/22/2013
CUAJIMALPA DE MORELOS,21,2,6/22/2013
CUAUHTEMOC,1,6,6/22/2013
CUAUHTEMOC,8,2,6/22/2013
CUAUHTEMOC,0,2,6/22/2013
GUSTAVO A. MADERO,23,3,6/22/2013
GUSTAVO A. MADERO,22,2,6/22/2013
GUSTAVO A. MADERO,33,1,6/22/2013
IZTACALCO,24,2,6/22/2013
IZTAPALAPA,26,8,6/22/2013
MIGUEL HIDALGO,9,9,6/22/2013
MIGUEL HIDALGO,11,2,6/22/2013
MIGUEL HIDALGO,42,1,6/22/2013
TLAHUAC,29,5,6/22/2013
TLAHUAC,4,1,6/22/2013
TLALPAN,30,6,6/22/2013
TLALPAN,35,2,6/22/2013
TLALPAN,5,1,6/22/2013
VENUSTIANO CARRANZA,2,3,6/22/2013
VENUSTIANO CARRANZA,3,1,6/22/2013
XOCHIMILCO,32,6,6/22/2013
CUAUHTEMOC,0,1,6/23/2013
IZTAPALAPA,26,1,6/23/2013
ALVARO OBREGON,17,2,6/24/2013
AZCAPOTZALCO,19,3,6/24/2013
BENITO JUAREZ,51,2,6/24/2013
CUAUHTEMOC,8,2,6/24/2013
GUSTAVO A. MADERO,23,1,6/24/2013
GUSTAVO A. MADERO,13,1,6/24/2013
GUSTAVO A. MADERO,33,1,6/24/2013
IZTACALCO,34,1,6/24/2013
IZTAPALAPA,26,8,6/24/2013
MIGUEL HIDALGO,11,4,6/24/2013
MIGUEL HIDALGO,42,1,6/24/2013
TLALPAN,5,1,6/24/2013
VENUSTIANO CARRANZA,2,3,6/24/2013
XOCHIMILCO,32,1,6/24/2013
AZCAPOTZALCO,19,2,6/25/2013
BENITO JUAREZ,10,1,6/25/2013
CUAUHTEMOC,7,2,6/25/2013
CUAUHTEMOC,0,1,6/25/2013
CUAUHTEMOC,6,1,6/25/2013
CUAUHTEMOC,8,1,6/25/2013
GUSTAVO A. MADERO,13,5,6/25/2013
GUSTAVO A. MADERO,23,4,6/25/2013
GUSTAVO A. MADERO,22,4,6/25/2013
IZTACALCO,34,2,6/25/2013
IZTAPALAPA,26,7,6/25/2013
MIGUEL HIDALGO,9,5,6/25/2013
MIGUEL HIDALGO,11,3,6/25/2013
VENUSTIANO CARRANZA,2,2,6/25/2013
XOCHIMILCO,32,4,6/25/2013
ALVARO OBREGON,17,1,6/26/2013
AZCAPOTZALCO,19,2,6/26/2013
AZCAPOTZALCO,36,1,6/26/2013
BENITO JUAREZ,10,5,6/26/2013
COYOACAN,20,13,6/26/2013
COYOACAN,37,2,6/26/2013
CUAJIMALPA DE MORELOS,21,2,6/26/2013
GUSTAVO A. MADERO,22,5,6/26/2013
GUSTAVO A. MADERO,13,5,6/26/2013
GUSTAVO A. MADERO,33,5,6/26/2013
IZTACALCO,34,2,6/26/2013
IZTACALCO,24,2,6/26/2013
IZTAPALAPA,26,8,6/26/2013
IZTAPALAPA,25,1,6/26/2013
MAGDALENA CONTRERAS,27,4,6/26/2013
MIGUEL HIDALGO,43,1,6/26/2013
MIGUEL HIDALGO,11,1,6/26/2013
TLAHUAC,4,2,6/26/2013
TLALPAN,30,4,6/26/2013
TLALPAN,35,3,6/26/2013
ALVARO OBREGON,17,4,6/27/2013
BENITO JUAREZ,12,8,6/27/2013
BENITO JUAREZ,10,3,6/27/2013
COYOACAN,20,11,6/27/2013
CUAJIMALPA DE MORELOS,21,5,6/27/2013
CUAJIMALPA DE MORELOS,44,1,6/27/2013
CUAUHTEMOC,0,8,6/27/2013
CUAUHTEMOC,7,2,6/27/2013
CUAUHTEMOC,8,1,6/27/2013
GUSTAVO A. MADERO,23,5,6/27/2013
GUSTAVO A. MADERO,22,2,6/27/2013
GUSTAVO A. MADERO,33,1,6/27/2013
IZTACALCO,34,4,6/27/2013
IZTACALCO,24,3,6/27/2013
IZTAPALAPA,26,6,6/27/2013
IZTAPALAPA,48,3,6/27/2013
MAGDALENA CONTRERAS,27,4,6/27/2013
MIGUEL HIDALGO,9,5,6/27/2013
MIGUEL HIDALGO,11,2,6/27/2013
TLAHUAC,29,8,6/27/2013
TLALPAN,30,5,6/27/2013
TLALPAN,31,1,6/27/2013
VENUSTIANO CARRANZA,2,4,6/27/2013
XOCHIMILCO,32,11,6/27/2013
